200,,
http://twitter.com/ashin945/status/470568243485081602,,ashin945
http://twitter.com/ashin945/status/471157345750237184,,ashin945
http://twitter.com/AShinOfficial/status/471690716985298946,http://youtu.be/qX2GsMj7154hd=1,AShinOfficial
http://twitter.com/GibsonGuitarSG/status/471858525371502593,http://on.fb.me/1jv6LQO,GibsonGuitarSG
http://twitter.com/AShinOfficial/status/472054861249277953,,AShinOfficial
http://twitter.com/ashin945/status/472744659408535552,,ashin945
http://twitter.com/ashin945/status/473132721246441473,,ashin945
http://twitter.com/ashin945/status/473138889742225408,http://bit.ly/1lALeY2,ashin945
http://twitter.com/ashin945/status/475325082571526144,,ashin945
http://twitter.com/AShinOfficial/status/475860861949444096,http://youtu.be/UcKtBSlfpRU?hd=1,AShinOfficial
http://twitter.com/ashin945/status/476673485163352064,http://youtu.be/UcKtBSlfpRU?hd=1,ashin945
http://twitter.com/ashin945/status/477127590126166016,,ashin945
http://twitter.com/ashin945/status/477879189517770752,,ashin945
http://twitter.com/ashin945/status/477879319365046273,,ashin945
http://twitter.com/ashin945/status/478521199069122561,http://youtu.be/UcKtBSlfpRU?hd=1,ashin945
http://twitter.com/AShinOfficial/status/479288101890576385,http://youtu.be/tSiDpPu3Uhs?hd=1,AShinOfficial
http://twitter.com/ashin945/status/479676428716236802,,ashin945
http://twitter.com/ashin945/status/481094719166894082,,ashin945
http://twitter.com/AShinOfficial/status/481656964980547584,,AShinOfficial
http://twitter.com/AShinOfficial/status/481656999919120385,http://t.cn/RvTiMXp,AShinOfficial
http://twitter.com/ashin945/status/482561616362237952,https://www.youtube.com/watch?v=UcKtBSlfpRU,ashin945
http://twitter.com/FT__Island/status/483250451282796544,,FT__Island
http://twitter.com/AShinOfficial/status/483280442473193472,,AShinOfficial
http://twitter.com/ashin945/status/483633476013273089,,ashin945
http://twitter.com/ashin945/status/483986856422285312,http://www.facebook.com/photo.php?v=291734830847690,ashin945
http://twitter.com/ashin945/status/484120554379567105,,ashin945
http://twitter.com/AShinOfficial/status/484131057235550208,,AShinOfficial
http://twitter.com/AShinOfficial/status/484713930166501376,,AShinOfficial
http://twitter.com/ashin945/status/485452266430668800,,ashin945
http://twitter.com/AShinOfficial/status/485475262092439553,http://www.facebook.com/iSTAYREAL,AShinOfficial
http://twitter.com/ashin945/status/486165796687593472,http://goo.gl/YS0dmM,ashin945
http://twitter.com/AShinOfficial/status/486507381828771843,http://youtu.be/lvDa3r1pNuE?hd=1,AShinOfficial
http://twitter.com/ashin945/status/487998825399730176,,ashin945
http://twitter.com/ashin945/status/488366214041710595,http://youtu.be/gyxCMs8MHjQ?hd=1,ashin945
http://twitter.com/ashin945/status/488408024881438721,,ashin945
http://twitter.com/AShinOfficial/status/488685786598883328,,AShinOfficial
http://twitter.com/excite_music/status/489240992235532288,http://www.excite.co.jp/music/news/detail/E1405478405372.html,excite_music
http://twitter.com/AShinOfficial/status/490513605922545664,,AShinOfficial
http://twitter.com/AnneTohmi/status/490542319892832256,,AnneTohmi
http://twitter.com/AnneTohmi/status/490542909997854720,,AnneTohmi
http://twitter.com/ashin945/status/491437509629333504,,ashin945
http://twitter.com/AShinOfficial/status/491711865966186496,,AShinOfficial
http://twitter.com/ashin945/status/492711052006551552,,ashin945
http://twitter.com/Mayday_JP/status/493615996452622336,,Mayday_JP
http://twitter.com/ashin945/status/493790936309055488,https://www.youtube.com/watch?v=hEgc1mS0_Ms&feature=youtu.be&hd=1,ashin945
http://twitter.com/ashin945/status/495617376839163904,http://www.ntv.co.jp/TFE/index.html,ashin945
http://twitter.com/tokodo_info/status/496239604966518784,http://tokodo.jp/playlist?sp=pl&pkey=85a156aa3f448d7c4709618c7106657c,tokodo_info
http://twitter.com/ashin945/status/496690975893250048,,ashin945
http://twitter.com/ashin945/status/497065802541961216,http://youtu.be/KC6mhHVlHFo?list=UUJisJg10zF_Kl1QV5gVOXFg,ashin945
http://twitter.com/AShinOfficial/status/497424232658124800,http://socbu.kcg.gov.tw/?prog=3&b_id=1,AShinOfficial
http://twitter.com/AShinOfficial/status/498524838974087168,http://youtu.be/SstOzs4y6Eg?hd=1,AShinOfficial
http://twitter.com/ashin945/status/498863724266934272,,ashin945
http://twitter.com/TF_EXPO/status/499171141957591040,http://www.mayday.jp/news/,TF_EXPO
http://twitter.com/AShinOfficial/status/499971839540473856,,AShinOfficial
http://twitter.com/AShinOfficial/status/499972062367068160,,AShinOfficial
http://twitter.com/ashin945/status/500310310738096128,,ashin945
http://twitter.com/ashin945/status/500336364001296385,https://www.youtube.com/watch?v=P4qYWbZJpSo,ashin945
http://twitter.com/AShinOfficial/status/500659976575004674,,AShinOfficial
http://twitter.com/AShinOfficial/status/500660020912984065,http://goo.gl/6m6MoF,AShinOfficial
http://twitter.com/FES_WOWOW/status/500869378955436034,http://bit.ly/1vWsMUO,FES_WOWOW
http://twitter.com/stay_mayday/status/500883170774880256,,stay_mayday
http://twitter.com/ashin945/status/500959107608616961,,ashin945
http://twitter.com/ashin945/status/502474480967352320,,ashin945
http://twitter.com/ashin945/status/502478640345407488,,ashin945
http://twitter.com/ashin945/status/502488379074682880,,ashin945
http://twitter.com/ashin945/status/503595504052490240,,ashin945
http://twitter.com/ashin945/status/503603305986023424,,ashin945
http://twitter.com/ashin945/status/505391215085244418,https://www.youtube.com/watch?v=8NqcGRW7o6o,ashin945
http://twitter.com/AShinOfficial/status/505410322501365763,http://goo.gl/9MZOX2,AShinOfficial
http://twitter.com/KKBOX_JP/status/507510192406138882,http://www.kkbox.com/jp/ja/column/live_reviews-83-30-1.html,KKBOX_JP
