TwitterPage,ShortURL,website,category,title,web_keyword,user_keyword,compare,PageRank,SubPageRank,YoutubeWatched,YoutubeLike,YoutubeUnLike,FacebookShare,FacebookLike,FBVideoWatched
,,https://www.youtube.com/watch?v=VCDu8Qa34rQ,影音,女也金曲合集,女也、五月天,,0.57,,,,,,,,
,,http://blog.xuite.net/eltonguitar/pro/331071358-%E7%94%B0%E9%A6%A5%E7%94%84_%E5%B0%8F%E5%B9%B8%E9%81%8B+%E5%90%89%E4%BB%96%E8%AD%9C%E3%80%8A%E9%9B%BB%E5%BD%B1%E3%80%8C%E6%88%91%E7%9A%84%E5%B0%91%E5%A5%B3%E6%99%82%E4%BB%A3%E3%80%8D%E4%B8%BB%E9%A1%8C%E6%9B%B2%E3%80%8B,部落格,田馥甄_小幸運+吉他譜《電影「我的少女時代」主題曲》,小幸運、吉他,,0.33,,,,,,,,
